date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win
2014-11-19,Nigeria,South Africa,2,2,African Cup of Nations qualification,Uyo,Nigeria,False,False
2014-11-19,Saudi Arabia,Yemen,1,0,Gulf Cup,Riyadh,Saudi Arabia,False,True
2014-11-19,Senegal,Botswana,3,0,African Cup of Nations qualification,Dakar,Senegal,False,True
2014-11-19,Sudan,Congo,0,1,African Cup of Nations qualification,Khartoum,Sudan,False,False
2014-11-19,Tunisia,Egypt,2,1,African Cup of Nations qualification,Monastir,Tunisia,False,True
2014-11-19,Zambia,Cape Verde,1,0,African Cup of Nations qualification,Ndola,Zambia,False,True
2014-11-22,Vietnam,Indonesia,2,2,AFF Championship,Hanoi,Vietnam,False,False
2014-11-23,Saudi Arabia,United Arab Emirates,3,2,Gulf Cup,Riyadh,Saudi Arabia,False,True
2014-11-23,Singapore,Thailand,1,2,AFF Championship,Kallang,Singapore,False,False
2014-11-25,Vietnam,Laos,3,0,AFF Championship,Hanoi,Vietnam,False,True
2014-11-26,Saudi Arabia,Qatar,1,2,Gulf Cup,Riyadh,Saudi Arabia,False,False
2014-11-26,Singapore,Myanmar,4,2,AFF Championship,Kallang,Singapore,False,True
2014-11-28,Vietnam,Philippines,3,1,AFF Championship,Hanoi,Vietnam,False,True
2014-11-29,Singapore,Malaysia,1,3,AFF Championship,Kallang,Singapore,False,False
2014-11-30,South Africa,Ivory Coast,2,0,Friendly,Nelspruit,South Africa,False,True
2014-12-06,Philippines,Thailand,0,0,AFF Championship,Manila,Philippines,False,False
2014-12-07,Malaysia,Vietnam,1,2,AFF Championship,Shah Alam,Malaysia,False,False
2014-12-10,Thailand,Philippines,3,0,AFF Championship,Bangkok,Thailand,False,True
2014-12-11,Vietnam,Malaysia,2,4,AFF Championship,Hanoi,Vietnam,False,False
2014-12-17,Thailand,Malaysia,2,0,AFF Championship,Bangkok,Thailand,False,True
2014-12-20,Malaysia,Thailand,3,2,AFF Championship,Shah Alam,Malaysia,False,True
2014-12-21,China PR,Palestine,0,0,Friendly,Chenzhou,China PR,False,False
2014-12-27,Qatar,Estonia,3,0,Friendly,Doha,Qatar,False,True
2015-01-04,South Africa,Zambia,1,0,Friendly,Johannesburg,South Africa,False,True
2015-01-07,Cameroon,DR Congo,1,1,Friendly,Yaoundé,Cameroon,False,False
2015-01-09,Australia,Kuwait,4,1,AFC Asian Cup,Melbourne,Australia,False,True
2015-01-11,Tunisia,Algeria,1,1,Friendly,Radès,Tunisia,False,False
2015-01-13,Australia,Oman,4,0,AFC Asian Cup,Sydney,Australia,False,True
2015-01-17,Australia,South Korea,0,1,AFC Asian Cup,Brisbane,Australia,False,False
2015-01-17,Equatorial Guinea,Congo,1,1,African Cup of Nations,Bata,Equatorial Guinea,False,False
2015-01-21,Equatorial Guinea,Burkina Faso,0,0,African Cup of Nations,Bata,Equatorial Guinea,False,False
2015-01-22,Australia,China PR,2,0,AFC Asian Cup,Brisbane,Australia,False,True
2015-01-25,Equatorial Guinea,Gabon,2,0,African Cup of Nations,Bata,Equatorial Guinea,False,True
2015-01-27,Australia,United Arab Emirates,2,0,AFC Asian Cup,Newcastle,Australia,False,True
2015-01-28,Chile,United States,3,2,Friendly,Rancagua,Chile,False,True
2015-01-30,Suriname,Bonaire,3,0,ABCS Tournament,Paramaribo,Suriname,False,True
2015-01-31,Australia,South Korea,2,1,AFC Asian Cup,Sydney,Australia,False,True
2015-01-31,Equatorial Guinea,Tunisia,2,1,African Cup of Nations,Bata,Equatorial Guinea,False,True
2015-02-01,Suriname,Aruba,1,0,ABCS Tournament,Paramaribo,Suriname,False,True
2015-02-02,Bangladesh,Sri Lanka,1,0,Friendly,Dhaka,Bangladesh,False,True
2015-02-04,Honduras,Venezuela,2,3,Friendly,San Pedro Sula,Honduras,False,False
2015-02-05,Equatorial Guinea,Ghana,0,3,African Cup of Nations,Malabo,Equatorial Guinea,False,False
2015-02-06,Pakistan,Afghanistan,2,1,Friendly,Lahore,Pakistan,False,True
2015-02-07,Equatorial Guinea,DR Congo,0,0,African Cup of Nations,Malabo,Equatorial Guinea,False,False
2015-02-08,United States,Panama,2,0,Friendly,Carson,United States,False,True
2015-03-08,Antigua and Barbuda,United States Virgin Islands,2,0,Friendly,St. John's,Antigua and Barbuda,False,True
2015-03-08,Bermuda,Grenada,2,0,Friendly,Hamilton,Bermuda,False,True
2015-03-12,Cambodia,Macau,3,0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,True
2015-03-12,India,Nepal,2,0,FIFA World Cup qualification,Guwahati,India,False,True
2015-03-12,Sri Lanka,Bhutan,0,1,FIFA World Cup qualification,Colombo,Sri Lanka,False,False
2015-03-12,Taiwan,Brunei,0,1,FIFA World Cup qualification,Kaohsiung,Taiwan,False,False
2015-03-15,Antigua and Barbuda,Dominica,1,0,Friendly,St. John's,Antigua and Barbuda,False,True
2015-03-17,Bhutan,Sri Lanka,2,1,FIFA World Cup qualification,Thimphu,Bhutan,False,True
2015-03-17,Brunei,Taiwan,0,2,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,False,False
2015-03-17,Macau,Cambodia,1,1,FIFA World Cup qualification,Taipa,Macau,False,False
2015-03-17,Mongolia,Timor-Leste,3,0,FIFA World Cup qualification,Ulan Bator,Mongolia,False,True
2015-03-17,Nepal,India,0,0,FIFA World Cup qualification,Kathmandu,Nepal,False,False
2015-03-22,Antigua and Barbuda,British Virgin Islands,1,0,Friendly,St. John's,Antigua and Barbuda,False,True
2015-03-22,Barbados,United States Virgin Islands,0,1,FIFA World Cup qualification,Bridgetown,Barbados,False,False
2015-03-23,Nicaragua,Anguilla,5,0,FIFA World Cup qualification,Managua,Nicaragua,False,True
2015-03-23,Saint Kitts and Nevis,Turks and Caicos Islands,6,2,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False,True
2015-03-25,Botswana,Lesotho,2,0,Friendly,Gaborone,Botswana,False,True
2015-03-25,Denmark,United States,3,2,Friendly,Aarhus,Denmark,False,True
2015-03-25,Dominican Republic,Cuba,0,3,Friendly,Santiago de los Caballeros,Dominican Republic,False,False
2015-03-25,French Guiana,Honduras,3,1,Gold Cup qualification,Cayenne,French Guiana,False,True
2015-03-25,Georgia,Malta,2,0,Friendly,Tbilisi,Georgia,False,True
2015-03-25,Germany,Australia,2,2,Friendly,Kaiserslautern,Germany,False,False
2015-03-25,Indonesia,Cameroon,0,1,Friendly,Sidoarjo,Indonesia,False,False
2015-03-25,Mauritius,Burundi,2,2,Friendly,Curepipe,Mauritius,False,False
2015-03-25,Nigeria,Uganda,0,1,Friendly,Uyo,Nigeria,False,False
2015-03-25,Scotland,Northern Ireland,1,0,Friendly,Glasgow,Scotland,False,True
2015-03-25,Bahamas,Bermuda,0,5,FIFA World Cup qualification,Nassau,Bahamas,False,False
2015-03-26,Bahrain,Colombia,0,6,Friendly,Riffa,Bahrain,False,False
2015-03-26,Egypt,Equatorial Guinea,2,0,Friendly,Cairo,Egypt,False,True
2015-03-26,France,Brazil,1,3,Friendly,Saint-Denis,France,False,False
2015-03-26,Ivory Coast,Angola,2,0,Friendly,Abidjan,Ivory Coast,False,True
2015-03-26,Jordan,Syria,0,1,Friendly,Amman,Jordan,False,False
2015-03-26,Maldives,Tajikistan,0,2,Friendly,Malé,Maldives,False,False
2015-03-26,Oman,Malaysia,6,0,Friendly,Seeb,Oman,False,True
2015-03-26,Qatar,Algeria,1,0,Friendly,Doha,Qatar,False,True
2015-03-26,Thailand,Singapore,2,0,Friendly,Nakhon Ratchasima,Thailand,False,True
2015-03-26,United States Virgin Islands,Barbados,0,4,FIFA World Cup qualification,Charlotte Amalie,United States Virgin Islands,False,False
2015-03-26,Dominica,British Virgin Islands,3,2,FIFA World Cup qualification,Roseau,Dominica,False,True
2015-03-26,Turks and Caicos Islands,Saint Kitts and Nevis,2,6,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,False,False
2015-03-27,China PR,Haiti,2,2,Friendly,Changsha,China PR,False,False
2015-03-27,Curaçao,Montserrat,2,1,FIFA World Cup qualification,Willemstad,Curaçao,False,True
2015-03-27,England,Lithuania,4,0,UEFA Euro qualification,London,England,False,True
2015-03-27,Gambia,Mauritania,1,0,Friendly,Bakau,Gambia,False,True
2015-03-27,Japan,Tunisia,2,0,Kirin Challenge Cup,Ōita,Japan,False,True
2015-03-27,South Korea,Uzbekistan,1,1,Friendly,Daejeon,South Korea,False,False
2015-03-27,Liechtenstein,Austria,0,5,UEFA Euro qualification,Vaduz,Liechtenstein,False,False
2015-03-27,North Macedonia,Belarus,1,2,UEFA Euro qualification,Skopje,North Macedonia,False,False
2015-03-27,Moldova,Sweden,0,2,UEFA Euro qualification,Chișinău,Moldova,False,False
2015-03-27,Slovakia,Luxembourg,3,0,UEFA Euro qualification,Žilina,Slovakia,False,True
2015-03-27,Slovenia,San Marino,6,0,UEFA Euro qualification,Ljubljana,Slovenia,False,True
2015-03-27,Spain,Ukraine,1,0,UEFA Euro qualification,Seville,Spain,False,True
2015-03-27,Switzerland,Estonia,3,0,UEFA Euro qualification,Lucerne,Switzerland,False,True
2015-03-27,Trinidad and Tobago,Panama,0,1,Friendly,Couva,Trinidad and Tobago,False,False
2015-03-28,Andorra,Bosnia and Herzegovina,0,3,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,False
2015-03-28,Azerbaijan,Malta,2,0,UEFA Euro qualification,Baku,Azerbaijan,False,True
2015-03-28,Belgium,Cyprus,5,0,UEFA Euro qualification,Brussels,Belgium,False,True
2015-03-28,Bulgaria,Italy,2,2,UEFA Euro qualification,Sofia,Bulgaria,False,False
2015-03-28,Croatia,Norway,5,1,UEFA Euro qualification,Zagreb,Croatia,False,True
2015-03-28,Czech Republic,Latvia,1,1,UEFA Euro qualification,Prague,Czech Republic,False,False
2015-03-28,Hong Kong,Guam,1,0,Friendly,Kowloon,Hong Kong,False,True
2015-03-28,Israel,Wales,0,3,UEFA Euro qualification,Haifa,Israel,False,False
2015-03-28,Kazakhstan,Iceland,0,3,UEFA Euro qualification,Astana,Kazakhstan,False,False
2015-03-28,Mauritius,Togo,1,1,Friendly,Mapou,Mauritius,False,False
2015-03-28,Morocco,Uruguay,0,1,Friendly,Agadir,Morocco,False,False
2015-03-28,Netherlands,Turkey,1,1,UEFA Euro qualification,Amsterdam,Netherlands,False,False
2015-03-28,Alderney,Jersey,0,5,Muratti Vase,Alderney,Alderney,False,False
2015-03-29,Albania,Armenia,2,1,UEFA Euro qualification,Elbasan,Albania,False,True
2015-03-29,Anguilla,Nicaragua,0,3,FIFA World Cup qualification,The Valley,Anguilla,False,False
2015-03-29,Bermuda,Bahamas,3,0,FIFA World Cup qualification,Hamilton,Bermuda,False,True
2015-03-29,Botswana,Mozambique,1,2,Friendly,Lobatse,Botswana,False,False
2015-03-29,Dominica,British Virgin Islands,0,0,FIFA World Cup qualification,Roseau,Dominica,False,False
2015-03-29,France,Denmark,2,0,Friendly,Saint-Étienne,France,False,True
2015-03-29,Georgia,Germany,0,2,UEFA Euro qualification,Tbilisi,Georgia,False,False
2015-03-29,Guyana,Grenada,2,0,Friendly,Providence,Guyana,False,True
2015-03-29,Honduras,French Guiana,3,0,Gold Cup qualification,San Pedro Sula,Honduras,False,True
2015-03-29,Hungary,Greece,0,0,UEFA Euro qualification,Budapest,Hungary,False,False
2015-03-29,Republic of Ireland,Poland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,False
2015-03-29,Ivory Coast,Equatorial Guinea,1,1,Friendly,Abidjan,Ivory Coast,False,False
2015-03-29,Northern Ireland,Finland,2,1,UEFA Euro qualification,Belfast,Northern Ireland,False,True
2015-03-29,Portugal,Serbia,2,1,UEFA Euro qualification,Lisbon,Portugal,False,True
2015-03-29,Romania,Faroe Islands,1,0,UEFA Euro qualification,Ploiești,Romania,False,True
2015-03-29,Scotland,Gibraltar,6,1,UEFA Euro qualification,Glasgow,Scotland,False,True
2015-03-29,South Africa,Nigeria,1,1,Friendly,Nelspruit,South Africa,False,False
2015-03-29,Tanzania,Malawi,1,1,Friendly,Mwanza,Tanzania,False,False
2015-03-29,Zambia,Rwanda,2,0,Friendly,Lusaka,Zambia,False,True
2015-03-29,Cayman Islands,Belize,1,1,FIFA World Cup qualification,George Town,Cayman Islands,False,False
2015-03-30,Bahrain,Philippines,2,1,Friendly,Riffa,Bahrain,False,True
2015-03-30,Indonesia,Myanmar,2,1,Friendly,Sidoarjo,Indonesia,False,True
2015-03-30,Jamaica,Cuba,3,0,Friendly,Montego Bay,Jamaica,False,True
2015-03-30,North Macedonia,Australia,0,0,Friendly,Skopje,North Macedonia,False,False
2015-03-30,Qatar,Slovenia,1,0,Friendly,Doha,Qatar,False,True
2015-03-30,Saudi Arabia,Jordan,2,1,Friendly,Dammam,Saudi Arabia,False,True
2015-03-30,Thailand,Cameroon,2,3,Friendly,Nonthaburi,Thailand,False,False
2015-03-31,Austria,Bosnia and Herzegovina,1,1,Friendly,Vienna,Austria,False,False
2015-03-31,China PR,Tunisia,1,1,Friendly,Nanjing,China PR,False,False
2015-03-31,Estonia,Iceland,1,1,Friendly,Tallinn,Estonia,False,False
2015-03-31,Israel,Belgium,0,1,UEFA Euro qualification,Jerusalem,Israel,False,False
2015-03-31,Italy,England,1,1,Friendly,Turin,Italy,False,False
2015-03-31,Japan,Uzbekistan,5,1,Friendly,Chōfu,Japan,False,True
2015-03-31,South Korea,New Zealand,1,0,Friendly,Seoul,South Korea,False,True
2015-03-31,Liechtenstein,San Marino,1,0,Friendly,Eschen,Liechtenstein,False,True
2015-03-31,Luxembourg,Turkey,1,2,Friendly,Luxembourg,Luxembourg,False,False
2015-03-31,Mauritania,Niger,2,0,Friendly,Nouakchott,Mauritania,False,True
2015-03-31,Montserrat,Curaçao,2,2,FIFA World Cup qualification,Lookout,Montserrat,False,False
2015-03-31,Netherlands,Spain,2,0,Friendly,Amsterdam,Netherlands,False,True
2015-03-31,Panama,Costa Rica,2,1,Friendly,Panama City,Panama,False,True
2015-03-31,Portugal,Cape Verde,0,2,Friendly,Estoril,Portugal,False,False
2015-03-31,Russia,Kazakhstan,0,0,Friendly,Khimki,Russia,False,False
2015-03-31,Singapore,Guam,2,2,Friendly,Kallang,Singapore,False,False
2015-03-31,Slovakia,Czech Republic,1,0,Friendly,Žilina,Slovakia,False,True
2015-03-31,Sweden,Iran,3,1,Friendly,Solna,Sweden,False,True
2015-03-31,Switzerland,United States,1,1,Friendly,Zürich,Switzerland,False,False
2015-03-31,Tajikistan,Syria,2,3,Friendly,Dushanbe,Tajikistan,False,False
2015-03-31,Ukraine,Latvia,1,1,Friendly,Lviv,Ukraine,False,False
2015-04-15,United States,Mexico,2,0,Friendly,San Antonio,United States,False,True
2015-05-10,Barbados,Saint Kitts and Nevis,1,3,Friendly,Bridgetown,Barbados,False,False
2015-05-10,Zambia,Malawi,2,0,Friendly,Lusaka,Zambia,False,True
2015-05-12,Kazakhstan,Burkina Faso,0,0,Friendly,Almaty,Kazakhstan,False,False
2015-05-13,Dominican Republic,Cayman Islands,6,0,Friendly,Santiago de los Caballeros,Dominican Republic,False,True
2015-05-14,Lesotho,South Africa,0,0,Friendly,Maseru,Lesotho,False,False
2015-05-14,Saint Lucia,Saint Vincent and the Grenadines,1,2,Windward Islands Tournament,Vieux Fort,Saint Lucia,False,False
2015-05-16,Lesotho,South Africa,1,1,Friendly,Maseru,Lesotho,False,False
2015-05-16,Saint Lucia,Grenada,0,2,Windward Islands Tournament,Vieux Fort,Saint Lucia,False,False
2015-05-16,Guernsey,Jersey,2,3,Muratti Vase,Guernsey,Guernsey,False,False
2015-05-17,Vietnam,North Korea,1,1,Friendly,Hanoi,Vietnam,False,False
2015-05-20,Thailand,North Korea,0,1,Friendly,Bangkok,Thailand,False,False
2015-05-24,Lebanon,Syria,2,2,Friendly,Sidon,Lebanon,False,False
2015-05-24,South Africa,Botswana,0,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,False,False
2015-05-24,Thailand,Vietnam,1,0,FIFA World Cup qualification,Bangkok,Thailand,False,True
2015-05-27,South Africa,Malawi,0,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,False,False
2015-05-29,Laos,Afghanistan,0,2,Friendly,Vientiane,Laos,False,False
2015-05-30,Bahrain,Oman,0,0,Friendly,Riffa,Bahrain,False,False
2015-05-30,Bangladesh,Singapore,1,2,Friendly,Dhaka,Bangladesh,False,False
2015-05-30,Jordan,Lebanon,0,0,Friendly,Irbid,Jordan,False,False
2015-05-30,Mexico,Guatemala,3,0,Friendly,Tuxtla Gutiérrez,Mexico,False,True
2015-06-02,Bangladesh,Afghanistan,1,1,Friendly,Dhaka,Bangladesh,False,False
2015-06-02,Cambodia,Laos,1,1,Friendly,Phnom Penh,Cambodia,False,False
2015-06-03,Panama,Ecuador,1,1,Friendly,Panama City,Panama,False,False
2015-06-05,Curaçao,Trinidad and Tobago,1,0,Friendly,Willemstad,Curaçao,False,True
2015-06-05,Hungary,Lithuania,4,0,Friendly,Debrecen,Hungary,False,True
2015-06-05,Netherlands,United States,3,4,Friendly,Amsterdam,Netherlands,False,False
2015-06-05,Oman,Syria,1,2,Friendly,Muscat,Oman,False,False
2015-06-05,Scotland,Qatar,1,0,Friendly,Edinburgh,Scotland,False,True
2015-06-05,Thailand,Bahrain,1,1,Friendly,Bangkok,Thailand,False,False
2015-06-06,Argentina,Bolivia,5,0,Friendly,San Juan,Argentina,False,True
2015-06-06,Andorra,Equatorial Guinea,0,1,Friendly,Sant Julià de Lòria,Andorra,False,False
2015-06-06,Ecuador,Panama,4,0,Friendly,Portoviejo,Ecuador,False,True
2015-06-06,Malaysia,Hong Kong,0,0,Friendly,Shah Alam,Malaysia,False,False
2015-06-06,Niger,Gabon,2,1,Friendly,Niamey,Niger,False,True
2015-06-06,Paraguay,Honduras,2,2,Friendly,Asunción,Paraguay,False,False
2015-06-06,Rwanda,Kenya,0,0,Friendly,Kigali,Rwanda,False,False
2015-06-06,Singapore,Brunei,5,1,Friendly,Jurong West,Singapore,False,True
2015-06-06,Uruguay,Guatemala,5,1,Friendly,Montevideo,Uruguay,False,True
2015-06-07,Brazil,Mexico,2,0,Friendly,São Paulo,Brazil,False,True
2015-06-07,Croatia,Gibraltar,4,0,Friendly,Varaždin,Croatia,False,True
2015-06-07,Ethiopia,Zambia,0,1,Friendly,Addis Ababa,Ethiopia,False,False
2015-06-07,France,Belgium,3,4,Friendly,Saint-Denis,France,False,False
2015-06-07,Republic of Ireland,England,0,0,Friendly,Dublin,Republic of Ireland,False,False
2015-06-07,Russia,Belarus,4,2,Friendly,Khimki,Russia,False,True
2015-06-07,Rwanda,Tanzania,2,0,Friendly,Kigali,Rwanda,False,True
2015-06-07,Nicaragua,Suriname,1,0,FIFA World Cup qualification,Managua,Nicaragua,False,True
2015-06-08,Denmark,Montenegro,2,1,Friendly,Viborg,Denmark,False,True
2015-06-08,Egypt,Malawi,2,1,Friendly,Alexandria,Egypt,False,True
2015-06-08,Ghana,Togo,1,0,Friendly,Accra,Ghana,False,True
2015-06-08,Malta,Lithuania,2,0,Friendly,Attard,Malta,False,True
2015-06-08,Norway,Sweden,0,0,Friendly,Oslo,Norway,False,False
2015-06-08,Turkey,Bulgaria,4,0,Friendly,Istanbul,Turkey,False,True
2015-06-09,Finland,Estonia,0,2,Friendly,Turku,Finland,False,False
2015-06-09,Luxembourg,Moldova,0,0,Friendly,Luxembourg,Luxembourg,False,False
2015-06-09,Uganda,Gambia,1,1,Friendly,Kampala,Uganda,False,False
2015-06-10,Brazil,Honduras,1,0,Friendly,Porto Alegre,Brazil,False,True
2015-06-10,Curaçao,Cuba,0,0,FIFA World Cup qualification,Willemstad,Curaçao,False,False
2015-06-10,Germany,United States,1,2,Friendly,Cologne,Germany,False,False
2015-06-10,Switzerland,Liechtenstein,3,0,Friendly,Thun,Switzerland,False,True
2015-06-10,Antigua and Barbuda,Saint Lucia,1,3,FIFA World Cup qualification,North Sound,Antigua and Barbuda,False,False
2015-06-10,Aruba,Barbados,0,2,FIFA World Cup qualification,Oranjestad,Aruba,False,False
2015-06-10,Saint Vincent and the Grenadines,Guyana,2,2,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,False
2015-06-11,Bangladesh,Kyrgyzstan,1,3,FIFA World Cup qualification,Dhaka,Bangladesh,False,False
2015-06-11,Cambodia,Singapore,0,4,FIFA World Cup qualification,Phnom Penh,Cambodia,False,False
2015-06-11,Chile,Ecuador,2,0,Copa América,Santiago,Chile,False,True
2015-06-11,Dominican Republic,Belize,1,2,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False,False
2015-06-11,Guam,Turkmenistan,1,0,FIFA World Cup qualification,Dededo,Guam,False,True
2015-06-11,Hong Kong,Bhutan,7,0,FIFA World Cup qualification,Kowloon,Hong Kong,False,True
2015-06-11,India,Oman,1,2,FIFA World Cup qualification,Bangalore,India,False,False
2015-06-11,Japan,Iraq,4,0,Kirin Challenge Cup,Yokohama,Japan,False,True
2015-06-11,Laos,Myanmar,2,2,FIFA World Cup qualification,Vientiane,Laos,False,False
2015-06-11,Lebanon,Kuwait,0,1,FIFA World Cup qualification,Sidon,Lebanon,False,False
2015-06-11,Malaysia,Timor-Leste,3,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,True
2015-06-11,Maldives,Qatar,0,1,FIFA World Cup qualification,Malé,Maldives,False,False
2015-06-11,Philippines,Bahrain,2,1,FIFA World Cup qualification,Bocaue,Philippines,False,True
2015-06-11,Saudi Arabia,Palestine,3,2,FIFA World Cup qualification,Dammam,Saudi Arabia,False,True
2015-06-11,Spain,Costa Rica,2,1,Friendly,León,Spain,False,True
2015-06-11,Tajikistan,Jordan,1,3,FIFA World Cup qualification,Dushanbe,Tajikistan,False,False
2015-06-11,Uzbekistan,Iran,0,1,Friendly,Tashkent,Uzbekistan,False,False
2015-06-11,Dominica,Canada,0,2,FIFA World Cup qualification,Roseau,Dominica,False,False
2015-06-11,Saint Kitts and Nevis,El Salvador,2,2,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False,False
2015-06-12,Andorra,Cyprus,1,3,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,False
2015-06-12,Bosnia and Herzegovina,Israel,3,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,True
